C1_R,C1_L,C2_R,C2_L,C3_R,C3_L,C4_R,C4_L,C5_R,C5_L,C6_R,C6_L,C7_R,C7_L,C8_R,C8_L,T1_R,T1_L,T2_R,T2_L,T3_R,T3_L,T4_R,T4_L,T5_R,T5_L,T6_R,T6_L,T7_R,T7_L,T8_R,T8_L,T9_R,T9_L,T10_R,T10_L,T11_R,T11_L,T12_R,T12_L,T13_R,T13_L,L1_R,L1_L,L2_R,L2_L,L3_R,L3_L,L4_R,L4_L,L5_R,L5_L,L6_R,L6_L,S1_R,S1_L,S2_R,S2_L,S3_R,S3_L,S4_R,S4_L,Co1_R,Co1_L,Co2_R,Co2_L,Co3_R,Co3_L,Region_R,Region_L,Region_Total,Region_ID,Region_Acronym,Region_Name,Parent_ID,Parent_Acronym
525.452,195.576,687.864,685.890,623.514,489.442,670.979,634.062,764.060,897.904,345.727,483.214,549.971,669.546,609.267,607.818,675.802,670.442,819.261,823.383,422.456,622.332,273.634,616.488,743.670,554.567,555.892,481.863,875.169,981.399,939.226,813.811,873.469,849.916,748.581,953.068,827.053,974.738,610.240,790.005,861.320,917.103,694.035,789.036,542.996,708.676,694.729,722.975,564.898,577.278,667.218,852.577,588.578,724.301,787.830,1014.255,0,0,0,0,0,0,0,0,0,0,0,0,657.603,720.025,688.508,1,1Sp,Lamina 1,90,DH
570.770,333.974,730.761,739.061,633.811,570.277,710.518,699.088,707.093,840.060,450.421,650.455,568.565,721.068,709.035,679.341,761.546,699.218,906.255,888.751,540.881,734.291,494.167,794.192,834.864,826.706,623.945,653.237,871.765,1011.609,929.829,974.140,852.397,822.902,780.447,945.374,854.040,1010.125,663.174,919.021,923.652,997.075,765.454,795.959,667.283,724.448,747.291,813.056,618.905,607.545,722.796,842.359,649.642,795.324,889.563,977.737,0,0,0,0,0,0,0,0,0,0,0,0,719.566,785.907,752.482,2,2Ssp,Lamina 2 Outer part,90,DH
520.344,461.000,687.268,785.604,618.957,659.845,697.447,739.363,664.119,784.905,606.687,853.685,633.511,809.664,719.018,676.642,894.975,845.107,812.874,896.758,624.209,790.438,770.472,853.474,767.248,914.624,667.047,766.224,843.810,929.875,851.550,989.423,770.723,751.626,722.963,867.400,800.070,940.372,662.038,800.653,884.215,929.642,831.089,778.724,759.890,715.507,790.458,804.096,648.235,629.777,762.589,812.896,687.778,782.774,840.342,828.623,0,0,0,0,0,0,0,0,0,0,0,0,729.609,792.234,760.695,3,2Spl,Lamina 2 Inner part,90,DH
517.711,768.888,720.798,974.553,696.111,835.449,645.202,682.570,689.445,778.442,715.614,875.422,778.470,929.176,728.245,685.287,882.337,792.347,792.430,885.352,750.433,707.910,813.422,768.622,741.493,767.556,686.879,771.633,849.394,904.813,830.360,888.187,740.259,740.481,739.237,838.276,776.675,893.505,685.477,736.704,861.800,900.396,839.785,788.481,806.072,743.843,796.433,836.224,705.185,698.500,849.239,817.152,728.385,750.918,999.938,879.143,0,0,0,0,0,0,0,0,0,0,0,0,756.926,804.227,780.467,4,3Sp,Lamina 3,90,DH
524.337,853.987,776.253,1029.255,786.686,846.569,656.784,674.914,706.593,745.446,707.404,777.646,908.652,954.956,733.155,695.482,839.363,778.524,853.550,876.877,763.272,702.146,778.641,749.555,833.002,793.780,680.860,760.013,910.954,917.842,875.651,887.024,745.391,752.143,828.301,869.082,817.751,901.142,697.964,724.728,926.547,931.289,869.232,867.323,817.220,785.990,832.144,879.026,739.325,763.967,866.738,863.030,778.086,812.036,1034.267,1050.591,0,0,0,0,0,0,0,0,0,0,0,0,788.632,821.155,804.840,5,4Sp,Lamina 4,90,DH
552.563,720.727,858.453,908.975,704.470,779.865,732.109,723.536,739.241,700.765,800.674,820.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,791.819,821.608,806.897,6,IB,Internal basilar nucleus_4Sp,90,DH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,822.721,782.021,0,0,0,0,0,0,0,0,0,0,0,0,822.721,782.021,802.264,7,5Sp,Lamina 5,90,DH
589.814,805.378,823.031,928.610,834.820,780.247,705.987,665.830,750.009,784.420,669.741,749.944,870.850,915.848,759.360,696.141,811.455,741.214,893.777,913.933,755.246,751.363,887.103,840.702,911.446,859.217,686.537,736.955,935.316,960.594,923.191,931.232,770.187,792.663,876.977,921.541,868.768,932.664,838.515,834.324,932.943,975.065,875.364,872.261,828.373,810.278,872.019,918.723,721.588,749.051,876.957,877.399,807.049,831.303,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,816.984,835.989,826.522,8,5SpL,Lamina 5 Lateral part,90,DH
632.487,763.288,844.135,945.279,778.238,741.088,635.620,636.857,784.731,761.578,720.425,764.939,965.031,976.339,715.440,673.333,856.860,807.416,889.552,900.969,770.359,728.452,840.295,840.752,976.439,901.398,649.929,689.975,939.781,957.781,922.450,920.170,792.376,769.052,829.724,862.881,861.308,937.552,681.160,687.520,977.369,997.840,944.612,914.865,830.899,826.038,883.210,894.387,814.742,800.903,938.705,956.747,805.152,816.523,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,818.907,820.284,819.589,9,5SpM,Lamina 5 Medial part,90,DH
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,739.740,673.105,873.021,869.799,761.291,713.586,827.771,819.900,977.791,909.589,624.469,619.493,891.456,901.581,896.665,863.184,760.100,734.853,842.616,879.835,843.426,859.271,689.768,697.098,959.651,1015.557,931.792,910.474,880.255,839.177,960.207,968.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,855.811,840.072,847.966,10,D,Dorsal nucleus (Clarke)_5Sp,90,DH
