X,Y,Z,Z_Dither,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,Region_ID,Segment
92.0249,133.8048,1,1.2886,1730.2,211.36,0,567.64,Right,18,C1
131.2846,147.1086,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.6091,145.5871,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.4617,146.7358,1,1,1554.1333,198.7333,0,304.8,Left,29,C1
180.8164,146.5981,1,1.5847,1781.5,199.3286,0,414.3714,Left,26,C1
120.5475,148.5984,1,1,1849.5357,198.4107,0,532.3929,Right,26,C1
184.4763,163.308,1,1.5796,1896.1458,194.9375,0,517.6875,Left,26,C1
187.437,175.6926,1,1.5498,1982.6429,201.75,0,415.8214,Left,70,C1
92.1056,133.7808,1,1.559,1730.2,211.36,0,567.64,Right,18,C1
131.2966,147.0789,1,1.5464,1845.1633,205.9592,0,671.6327,Right,26,C1
177.5726,145.5505,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.4244,146.6985,1,1,1554.1333,198.7333,0,304.8,Left,29,C1
180.7755,146.5611,1,1,1781.5,199.3286,0,414.3714,Left,26,C1
120.5729,148.5676,1,1.0081,1849.5357,198.4107,0,532.3929,Right,26,C1
184.4139,163.2628,1,1,1896.1458,194.9375,0,517.6875,Left,26,C1
187.366,175.6414,1,1.3382,1982.6429,201.75,0,415.8214,Left,70,C1
92.1864,133.7569,1,1.1999,1730.2,211.36,0,567.64,Right,18,C1
131.3067,147.0488,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.5327,145.512,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.3837,146.6593,1,1,1554.1333,198.7333,0,304.8,Left,29,C1
180.731,146.5221,1,1.2437,1781.5,199.3286,0,414.3714,Left,26,C1
120.5969,148.5364,1,1.3815,1849.5357,198.4107,0,532.3929,Right,26,C1
184.347,163.2159,1,1,1896.1458,194.9375,0,517.6875,Left,26,C1
187.2903,175.5883,1,1.0289,1982.6429,201.75,0,415.8214,Left,70,C1
92.2678,133.7325,1,1.305,1730.2,211.36,0,567.64,Right,18,C1
131.3149,147.018,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.4894,145.4717,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.3395,146.6183,1,1.0557,1554.1333,198.7333,0,304.8,Left,29,C1
180.6829,146.4814,1,1.0964,1781.5,199.3286,0,414.3714,Left,26,C1
120.6193,148.5047,1,1,1849.5357,198.4107,0,532.3929,Right,26,C1
184.2758,163.1674,1,1.1542,1896.1458,194.9375,0,517.6875,Left,26,C1
187.2102,175.5336,1,1,1982.6429,201.75,0,415.8214,Left,70,C1
92.3503,133.7077,1,1,1730.2,211.36,0,567.64,Right,18,C1
131.3212,146.9867,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.4426,145.4297,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.2918,146.5758,1,1.0505,1554.1333,198.7333,0,304.8,Left,29,C1
180.6312,146.4391,1,1.5923,1781.5,199.3286,0,414.3714,Left,26,C1
120.6402,148.4726,1,1,1849.5357,198.4107,0,532.3929,Right,26,C1
184.2004,163.1173,1,1,1896.1458,194.9375,0,517.6875,Left,26,C1
187.1257,175.4774,1,1,1982.6429,201.75,0,415.8214,Left,70,C1
92.4336,133.6824,1,1,1730.2,211.36,0,567.64,Right,18,C1
131.3254,146.9549,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.3926,145.3864,1,1.4874,1729.6,192.75,0,448.05,Left,29,C1
176.2408,146.5319,1,1,1554.1333,198.7333,0,304.8,Left,29,C1
180.5761,146.3954,1,1.1155,1781.5,199.3286,0,414.3714,Left,26,C1
120.6593,148.4402,1,1.194,1849.5357,198.4107,0,532.3929,Right,26,C1
184.1211,163.066,1,1,1896.1458,194.9375,0,517.6875,Left,26,C1
187.0369,175.4198,1,1.1906,1982.6429,201.75,0,415.8214,Left,70,C1
92.5174,133.6568,1,1.6054,1730.2,211.36,0,567.64,Right,18,C1
131.3274,146.9227,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.3393,145.342,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.1865,146.487,1,1,1554.1333,198.7333,0,304.8,Left,29,C1
180.5177,146.3505,1,1,1781.5,199.3286,0,414.3714,Left,26,C1
120.6765,148.408,1,1,1849.5357,198.4107,0,532.3929,Right,26,C1
184.0379,163.0134,1,1.0052,1896.1458,194.9375,0,517.6875,Left,26,C1
186.944,175.3609,1,1.6237,1982.6429,201.75,0,415.8214,Left,70,C1
92.6014,133.6308,1,1.163,1730.2,211.36,0,567.64,Right,18,C1
131.3272,146.8904,1,1.512,1845.1633,205.9592,0,671.6327,Right,26,C1
177.2828,145.2966,1,1.0096,1729.6,192.75,0,448.05,Left,29,C1
176.129,146.4412,1,1,1554.1333,198.7333,0,304.8,Left,29,C1
180.4561,146.3047,1,1,1781.5,199.3286,0,414.3714,Left,26,C1
120.6918,148.3759,1,1,1849.5357,198.4107,0,532.3929,Right,26,C1
183.9509,162.9597,1,1.2717,1896.1458,194.9375,0,517.6875,Left,26,C1
186.847,175.301,1,1.578,1982.6429,201.75,0,415.8214,Left,70,C1
92.6854,133.6046,1,1,1730.2,211.36,0,567.64,Right,18,C1
131.3245,146.858,1,1,1845.1633,205.9592,0,671.6327,Right,26,C1
177.2232,145.2506,1,1.0612,1729.6,192.75,0,448.05,Left,29,C1
176.0684,146.3949,1,1.0693,1554.1333,198.7333,0,304.8,Left,29,C1
180.3913,146.2582,1,1.1098,1781.5,199.3286,0,414.3714,Left,26,C1
120.705,148.3444,1,1.3615,1849.5357,198.4107,0,532.3929,Right,26,C1
183.8605,162.9051,1,1.2488,1896.1458,194.9375,0,517.6875,Left,26,C1
186.7461,175.2402,1,1,1982.6429,201.75,0,415.8214,Left,70,C1
92.7691,133.5784,1,1,1730.2,211.36,0,567.64,Right,18,C1
131.3195,146.8256,1,1.3474,1845.1633,205.9592,0,671.6327,Right,26,C1
177.1607,145.2042,1,1,1729.6,192.75,0,448.05,Left,29,C1
176.0048,146.3482,1,1.6039,1554.1333,198.7333,0,304.8,Left,29,C1
180.3235,146.2111,1,1.3795,1781.5,199.3286,0,414.3714,Left,26,C1
120.7159,148.3135,1,1.4204,1849.5357,198.4107,0,532.3929,Right,26,C1
183.7667,162.8497,1,1,1896.1458,194.9375,0,517.6875,Left,26,C1
186.6413,175.1785,1,1.1719,1982.6429,201.75,0,415.8214,Left,70,C1
145.3582,50.7178,1,1,1749.7037,210.5185,0,698.8148,Right,64,C1
62.9462,131.664,1,1.164,1261.3077,199.0769,0,598.3077,Right,65,C1
168.1945,149.9249,1,1,1588.2,217.08,0,486.96,Left,70,C1
121.384,155.1797,1,1.4754,1808.3214,217.0357,0,599.4643,Right,26,C1
119.1656,157.5807,1,1.2588,1893.5312,202.375,0,565.7812,Right,26,C1
115.96,158.8652,1,1.2792,1785.6842,202.0526,0,984.7368,Right,26,C1
118.8069,164.6131,1,1.0119,1827.0702,202.5263,0,487.0351,Right,26,C1
185.6007,169.4813,1,1.6089,1788.3462,205,0,539.0769,Left,26,C1
190.7891,179.3951,1,1,1893.32,220.36,0,1119.8,Left,42,C1
114.7467,185.0207,1,1.2632,1976.9444,209.6667,0,359.6111,Right,70,C1
196.2074,181.2986,1,1.405,2000.2759,215.7586,0,385.7586,Left,42,C1
145.4794,50.7295,1,1,1749.7037,210.5185,0,698.8148,Right,64,C1
63.0374,131.6524,1,1.1462,1261.3077,199.0769,0,598.3077,Right,65,C1
168.128,149.8808,1,1,1588.2,217.08,0,486.96,Left,70,C1
121.3766,155.1557,1,1,1808.3214,217.0357,0,599.4643,Right,26,C1
119.1589,157.5588,1,1.1464,1893.5312,202.375,0,565.7812,Right,26,C1
115.958,158.8447,1,1,1785.6842,202.0526,0,984.7368,Right,26,C1
118.7906,164.5988,1,1.1143,1827.0702,202.5263,0,487.0351,Right,26,C1
185.4929,169.4206,1.3612,1,1788.3462,205,0,539.0769,Left,26,C1
190.6711,179.3247,1.7303,1.1979,1893.32,220.36,0,1119.8,Left,42,C1
114.7089,185.0384,1,1.2249,1976.9444,209.6667,0,359.6111,Right,70,C1
196.0842,181.2187,1.9293,1.6543,2000.2759,215.7586,0,385.7586,Left,42,C1
151.7674,40.4069,1,1.13,1994.8889,225.5,0,1495.7222,Right,63,C1
178.5902,116.0034,1.1662,1.6033,1790.8,213.16,0,949.96,Left,18,C1
121.8361,117.809,1,1,1795.8261,211.087,0,666.913,Right,18,C1
116.3016,120.21,1,1.1233,1808.8889,214.7407,0,658.1852,Right,18,C1
167.229,146.497,1.5463,1.2864,1840.7419,206.8065,0,485.9032,Left,70,C1
135.2634,150.0246,1,1.4706,2087.4737,231.7368,0,342.2632,Right,26,C1
194.0185,169.9497,2.5883,2.8936,1669.56,209.82,0,451.12,Left,42,C1
196.0154,176.5817,2.8095,2.7136,1791.5682,204.9773,0,493.7955,Left,42,C1
151.8699,40.4293,1,1,1994.8889,225.5,0,1495.7222,Right,63,C1
178.5896,115.9832,2.175,1.8891,1790.8,213.16,0,949.96,Left,18,C1
121.9119,117.7754,1,1.2873,1795.8261,211.087,0,666.913,Right,18,C1
116.3783,120.1786,1,1.4834,1808.8889,214.7407,0,658.1852,Right,18,C1
167.1648,146.4531,2.5402,1.9698,1840.7419,206.8065,0,485.9032,Left,70,C1
135.2339,149.9938,1.9391,1.8863,2087.4737,231.7368,0,342.2632,Right,26,C1
193.8927,169.8755,3.5862,4.0392,1669.56,209.82,0,451.12,Left,42,C1
195.884,176.5015,3.8081,4.3105,1791.5682,204.9773,0,493.7955,Left,42,C1
151.9729,40.451,1,1,1994.8889,225.5,0,1495.7222,Right,63,C1
178.5864,115.9603,3.183,3.5128,1790.8,213.16,0,949.96,Left,18,C1
121.9865,117.7414,1.6538,1.5634,1795.8261,211.087,0,666.913,Right,18,C1
116.4538,120.1472,1.5766,2.2006,1808.8889,214.7407,0,658.1852,Right,18,C1
167.0981,146.4098,3.5332,2.9856,1840.7419,206.8065,0,485.9032,Left,70,C1
135.2011,149.9633,2.9207,3.0286,2087.4737,231.7368,0,342.2632,Right,26,C1
193.7637,169.8008,4.5838,4.6679,1669.56,209.82,0,451.12,Left,42,C1
195.7493,176.421,4.8065,5.009,1791.5682,204.9773,0,493.7955,Left,42,C1
152.0761,40.4719,1.1263,1.6354,1994.8889,225.5,0,1495.7222,Right,63,C1
178.5807,115.9348,4.19,3.8731,1790.8,213.16,0,949.96,Left,18,C1
122.0599,117.7067,2.6463,2.3319,1795.8261,211.087,0,666.913,Right,18,C1
116.528,120.1156,2.5678,2.8264,1808.8889,214.7407,0,658.1852,Right,18,C1
167.0287,146.3672,4.5253,4.3225,1840.7419,206.8065,0,485.9032,Left,70,C1
135.1651,149.9333,3.9011,4.0353,2087.4737,231.7368,0,342.2632,Right,26,C1
193.6317,169.7259,5.5813,5.3505,1669.56,209.82,0,451.12,Left,42,C1
195.6116,176.3402,5.8049,5.2105,1791.5682,204.9773,0,493.7955,Left,42,C1
152.1794,40.4918,2.1421,2.0808,1994.8889,225.5,0,1495.7222,Right,63,C1
178.5726,115.9067,5.1961,5.0325,1790.8,213.16,0,949.96,Left,18,C1
122.1319,117.6712,3.6382,3.593,1795.8261,211.087,0,666.913,Right,18,C1
116.6009,120.0836,3.5585,3.155,1808.8889,214.7407,0,658.1852,Right,18,C1
166.9568,146.3253,5.5166,5.7367,1840.7419,206.8065,0,485.9032,Left,70,C1
135.1258,149.9039,4.8802,5.1496,2087.4737,231.7368,0,342.2632,Right,26,C1
193.4968,169.6507,6.5786,6.8828,1669.56,209.82,0,451.12,Left,42,C1
195.471,176.2594,6.8033,7.3397,1791.5682,204.9773,0,493.7955,Left,42,C1
179.4934,116.9026,6.2388,6.3511,1597.05,221.7,0,540.3,Left,18,C1
178.5183,146.9788,6.7633,6.9434,1700.7333,226.3333,0,414.6,Left,29,C1
178.4284,148.0886,6.7789,6.2921,1672.2727,224.8182,0,484.1212,Left,29,C1
185.9895,165.5802,7.2732,7.6164,1602.9394,214.3636,0,359.4242,Left,26,C1
185.7764,171.2493,7.3868,7.1449,1719.25,212.0833,0,367.1667,Left,70,C1
112.6785,178.003,6.1745,6.6502,1773.7867,216.5733,0,519.8533,Right,65,C1
192.1083,175.2987,7.6754,7.8384,1711.7925,202.3962,0,466.566,Left,42,C1
117.6335,182.6152,6.3464,6.8825,1969.9259,214.1852,0,377.0741,Right,70,C1
115.503,183.9342,6.3437,5.9646,1888.7925,209.2264,0,482.1887,Right,70,C1
184.2915,130.4667,7.5941,7.9124,1365.5294,229.7647,0,481.8235,Left,18,C1
138.1226,138.3153,6.6573,6.2293,1868.25,198.9167,0,429.7917,Right,26,C1
117.2604,152.8481,6.5752,6.0029,1820.7123,197.7123,0,308.1781,Right,26,C1
122.4236,152.6587,6.6627,6.511,1868.9242,197.4242,0,345.197,Right,26,C1
116.007,173.0352,7.081,7.4392,1837.1765,194.451,0,354.2157,Right,42,C1
120.6763,182.4893,7.3574,7.6234,1803.3611,208,0,255.1389,Right,70,C1
113.3641,184.0699,7.2856,6.7985,2056.0714,217.5,0,388.9286,Right,70,C1
184.2289,130.4177,8.5934,8.9211,1365.5294,229.7647,0,481.8235,Left,18,C1
138.1011,138.2744,7.6394,7.052,1868.25,198.9167,0,429.7917,Right,26,C1
117.2371,152.8366,7.5491,7.3198,1820.7123,197.7123,0,308.1781,Right,26,C1
122.3905,152.6446,7.6362,7.845,1868.9242,197.4242,0,345.197,Right,26,C1
115.9517,173.0525,8.0509,7.9589,1837.1765,194.451,0,354.2157,Right,42,C1
120.6005,182.5203,8.3244,8.2001,1803.3611,208,0,255.1389,Right,70,C1
113.2991,184.1102,8.2529,8.5576,2056.0714,217.5,0,388.9286,Right,70,C1
93.6567,51.2298,4.7145,4.5462,1431,219.7619,0,497.2381,Right,3,C1
137.5196,143.928,8.7225,9.0522,2010.2,226.3333,0,341.3333,Right,26,C1
164.7416,143.981,9.3996,9.1779,2010.8889,230.6667,0,429.6667,Left,70,C1
132.9552,148.7229,8.7203,8.7362,1951.2727,220.2909,0,295.6182,Right,26,C1
136.8302,152.0285,8.8678,8.8411,1802.1515,222.1515,0,798.5152,Right,54,C1
188.6189,150.8143,10.0448,9.5838,1605.697,226.9091,0,350.2727,Left,26,C1
118.0729,155.1307,8.5978,8.0125,1934.5806,217.3871,0,257.7419,Right,26,C1
123.213,154.9336,8.6812,8.6118,1835.1739,216.087,0,242.4783,Right,26,C1
180.2354,165.7908,10.0953,10.3347,1943.4737,234.6842,0,271.0526,Left,70,C1
190.8246,168.3892,10.4775,10.7513,2031.3333,223,0,313.6667,Left,26,C1
184.3825,168.8761,10.2822,10.6296,2003.5,217,0,278.2188,Left,70,C1
114.4447,180.4285,9.1586,8.8937,1934.0909,220.1364,0,1203.7273,Right,70,C1
118.151,190.0228,9.4029,9.7545,2224.1458,228.2292,0,461.375,Right,70,C1
187.8416,160.716,11.2196,11.8024,1668.6136,203.5,0,455.4318,Left,26,C1
116.4339,180.3612,10.1492,10.7699,1826.4706,217.2353,0,296.4706,Right,70,C1
196.8563,179.0786,11.9659,11.6398,1941.1333,206.2667,0,312.4667,Left,42,C1
123.2053,191.0046,10.4577,10.3892,1763.2564,211.8718,0,677.3333,Right,70,C1
114.8694,192.7036,10.3708,9.9086,1921.9545,209.5,0,439.0455,Right,70,C1
198.0625,188.1569,12.2585,11.9266,1720.2222,206.3704,0,504.9259,Left,70,C1
192.6498,189.8206,12.0873,12.2824,1845.5571,209.0571,0,474.9857,Left,70,C1
202.4919,188.9329,12.4545,12.5448,1748.8333,208.4667,0,479.9,Left,70,C1
124.1051,197.0685,10.5882,10.6581,1710.381,216.6667,0,472.2619,Right,70,C1
218.1511,99.7195,10.8681,10.556,1896.6957,286.4783,0,1652.5652,Left,8,C1
211.2281,105.2731,11.0653,11.5907,1818.1739,240.6087,0,1165.3043,Left,8,C1
276.6461,117.8166,11.9765,12.2562,3533.2381,406.2381,0,836.1429,Left,67,C1
165.8,132.798,11.2594,11.6057,1717.8421,210.6316,0,1108.2632,Left,14,C1
