X,Y,Z,Z_Dither,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,Region_ID,Segment
205.9144,180.3992,1,1.2886,1738.8158,199.8684,0,863.0263,Left,70,C1
200.4344,181.9425,1,1,1898.7755,177.4694,0,474.3061,Left,70,C1
199.9529,185.3777,1,1,1980.9722,187.7778,0,272.8333,Left,70,C1
123.8759,177.1353,1,1,1716.102,179.1429,0,490.102,Right,42,C1
129.5436,180.309,1,1.5847,1842.7941,183.0588,0,481.1176,Right,42,C1
125.3159,180.8523,1,1,1778.4146,178,0,442.2439,Right,42,C1
279.9807,113.2803,3.6026,4.1822,1857.6875,217.7188,0,807.4688,Left,67,C1
189.8078,155.959,1,1.5498,1567.5217,213.4783,0,377.6522,Left,54,C1
188.3725,164.9806,1,1.559,1279.4242,210.3333,0,633.3939,Left,26,C1
206.347,176.9591,1,1.5464,1735.3571,208.4107,0,385.25,Left,65,C1
203.9561,178.9359,1,1,1759.5667,207.7,0,966.5333,Left,70,C1
196.619,179.0328,1,1,1847.8537,202.0244,0,639.6585,Left,42,C1
128.3681,175.3462,1,1,1719.6977,199.9767,0,385.7442,Right,42,C1
188.3953,122.605,1,1.0081,1602.4,237.9,0,695.0333,Left,18,C1
45.5244,118.5344,1,1,1215.0732,226.9756,0,1006.9512,Right,65,C1
137.571,151.2198,1,1.3382,1594.4545,220.0303,0,525.9394,Right,54,C1
192.3587,165.5633,1,1.1999,1366.1818,215.9091,0,473.1212,Left,26,C1
196.8911,169.7378,1,1,1699.2241,222.7586,0,676.1207,Left,42,C1
191.3273,179.3979,1,1,1807.6667,217.7436,0,483.2821,Left,42,C1
196.0815,182.444,1,1,1860.625,213.2812,0,423.4688,Left,42,C1
119.1779,175.0899,1,1.2437,1745.2571,204.2857,0,472.6286,Right,42,C1
31.9911,207.7181,1,1.3815,2191.4722,266.9444,0,1112.4722,Right,0,C1
200.397,173.7247,1,1,1751.7105,189.1579,0,448.2895,Left,42,C1
200.9246,177.2944,1,1.0289,1822.8462,184.8974,0,1044.3077,Left,42,C1
200.2791,181.8708,1,1.305,1825.9355,189.0645,0,282.3226,Left,70,C1
127.0861,171.4426,1,1,1692.06,186.32,0,433.78,Right,42,C1
130.6988,174.3168,1,1,1675.8077,188.6538,0,366.5385,Right,42,C1
123.3271,181.4161,1,1.0557,1814.5667,182.9333,0,549.0333,Right,42,C1
200.3375,173.6978,1,1.0964,1751.7105,189.1579,0,448.2895,Left,42,C1
200.8652,177.2709,1,1,1822.8462,184.8974,0,1044.3077,Left,42,C1
200.2222,181.8518,1,1.1542,1825.9355,189.0645,0,282.3226,Left,70,C1
127.162,171.3433,1,1,1692.06,186.32,0,433.78,Right,42,C1
130.764,174.2219,1,1,1675.8077,188.6538,0,366.5385,Right,42,C1
123.4031,181.3209,1,1,1814.5667,182.9333,0,549.0333,Right,42,C1
141.2811,130.8839,1,1,1765.875,257.5,0,332.5,Right,18,C1
198.928,175.8025,1,1.0505,1936.2857,209.1558,0,367.3377,Left,42,C1
203.4003,181.1373,1,1.5923,1834.86,208.14,0,438.88,Left,70,C1
121.8528,172.789,1,1,1770.7907,231.8372,0,418.5349,Right,42,C1
202.7766,185.7337,1,1,1966.4082,225.898,0,1043.2857,Left,70,C1
126.4631,175.7983,1,1,1911.3182,221.0909,0,523.8864,Right,42,C1
127.6777,180.6858,1,1,1946.88,227.8,0,460.92,Right,42,C1
124.4809,181.3763,1,1,1778.8056,219.6944,0,502.6389,Right,42,C1
170.6438,147.8064,1.8423,2.3297,1753.0588,293.8529,0,244.2941,Left,70,C1
155.1373,149.9126,1,1,1778.1667,255.0278,0,333.6667,Right,70,C1
196.262,171.868,1.2776,1.3931,2051.82,231.86,0,405.52,Left,42,C1
197.6211,176.7561,1,1.194,2022.7714,220.4571,0,287.5714,Left,42,C1
193.2524,178.4413,1,1,2047.3284,224.5821,0,361.3881,Left,42,C1
198.1536,180.3565,1,1.1906,2204.2857,232.4524,0,466.4048,Left,42,C1
196.8199,182.5106,1,1.6054,2077.6364,217.0606,0,492.697,Left,42,C1
200.9024,183.1129,1,1,2147.6136,237.7045,0,280,Left,70,C1
129.3832,177.2188,1,1,1944.42,250.74,0,622.2,Right,42,C1
122.8252,179.741,1,1,1914.5122,223.9024,0,410.6341,Right,42,C1
121.2174,183.0469,1,1,2061.2045,240.9773,0,589.3636,Right,70,C1
121.4008,187.8203,1,1,2110.0385,234.7115,0,408.4231,Right,70,C1
170.6399,147.7361,2.8435,2.8487,1753.0588,293.8529,0,244.2941,Left,70,C1
155.1572,149.8265,1.9154,2.5391,1778.1667,255.0278,0,333.6667,Right,70,C1
196.1957,171.8464,2.2957,2.4587,2051.82,231.86,0,405.52,Left,42,C1
197.5535,176.7409,1.93,2.442,2022.7714,220.4571,0,287.5714,Left,42,C1
193.19,178.4263,1.5798,1.5894,2047.3284,224.5821,0,361.3881,Left,42,C1
198.0865,180.3458,1.6293,1.6186,2204.2857,232.4524,0,466.4048,Left,42,C1
196.755,182.5021,1.373,1.284,2077.6364,217.0606,0,492.697,Left,42,C1
200.8345,183.1063,1.4937,1.2538,2147.6136,237.7045,0,280,Left,70,C1
129.4437,177.1299,1,1.2717,1944.42,250.74,0,622.2,Right,42,C1
122.8992,179.6485,1,1.578,1914.5122,223.9024,0,410.6341,Right,42,C1
121.2916,182.9561,1,1,2061.2045,240.9773,0,589.3636,Right,70,C1
121.4702,187.7343,1,1,2110.0385,234.7115,0,408.4231,Right,70,C1
140.5598,153.2155,2.0045,2.0657,1713.2,184.1455,0,362.8,Right,26,C1
127.289,160.436,1,1.0693,1580.3226,181.8065,0,448.6774,Right,26,C1
196.6872,182.4965,2.3928,2.5026,1664.6724,185.5345,0,403.1207,Left,42,C1
118.947,184.8868,1,1.3615,1761.9355,195.9032,0,213.9677,Right,70,C1
140.6076,153.1255,3.0102,3.2589,1713.2,184.1455,0,362.8,Right,26,C1
127.3661,160.3426,1.8637,1.4945,1580.3226,181.8065,0,448.6774,Right,26,C1
196.6164,182.4937,3.4125,3.1061,1664.6724,185.5345,0,403.1207,Left,42,C1
119.0215,184.7998,1,1.3474,1761.9355,195.9032,0,213.9677,Right,70,C1
188.7376,125.5901,8.358,8.0143,1338.6905,239.4286,0,522.7857,Left,18,C1
181.3348,155.2537,5.8795,6.4833,1737.9273,229.7818,0,484.7818,Left,26,C1
126.852,157.8806,3.032,3.4115,1572.9677,243,0,448.7097,Right,26,C1
193.9771,171.4753,5.2794,5.6998,1721.625,227.725,0,352.9,Left,42,C1
199.9004,180.6375,4.7496,4.3285,1940.9333,611.8,0,820,Left,42,C1
195.6867,181.1804,4.5128,4.6847,1831.1304,245.087,0,405,Left,42,C1
120.9652,168.522,1.8933,1.2792,1740.0606,227.5758,0,546.2424,Right,42,C1
117.7218,180.9534,1,1.164,1922.6364,229.1455,0,646.9636,Right,70,C1
118.8839,185.8756,1,1,1893.2807,242.9474,0,737.6842,Right,70,C1
185.485,121.5065,9.4585,9.9339,1855.4348,215.0435,0,468.8696,Left,18,C1
144.6006,147.7742,5.5661,5.8249,1774.0714,204.2619,0,443.6667,Right,29,C1
121.2594,161.5578,3.476,3.7552,1677.3235,195.7647,0,409.8529,Right,26,C1
195.9254,178.8622,5.754,5.7658,1770.35,207.9167,0,411.95,Left,42,C1
199.5132,182.9567,5.5434,6.1523,1773.8983,199.5085,0,412.5763,Left,70,C1
118.8389,175.1098,2.229,1.7956,1719.22,202.9,0,391.12,Right,42,C1
125.9364,180.915,2.1011,2.3643,1738.5926,207.6481,0,587.6667,Right,42,C1
118.5899,182.1659,1.5919,1.9969,1823.3704,201.2407,0,426.1667,Right,70,C1
131.5055,116.4872,8.2157,7.7453,1796.1321,239.9434,0,593,Right,18,C1
30.7381,114.6518,3.3928,3.539,2248.4146,254.9268,0,1207.0732,Right,67,C1
143.1254,145.141,6.6797,6.657,1950.375,216.9062,0,361.0312,Right,29,C1
173.4629,153.7833,7.5534,7.053,1831.5667,214.6333,0,417.0667,Left,70,C1
194.4867,173.9165,7.1366,7.283,1678.0571,220.8286,0,736.0857,Left,42,C1
197.1719,176.7041,7.0235,6.4336,1999.0333,218.1,0,383.0333,Left,42,C1
123.4939,166.3704,4.2108,4.3251,1911.4,210.26,0,550.44,Right,26,C1
197.8635,179.1753,6.8369,6.3032,1862.2895,212.8158,0,909.1579,Left,42,C1
192.1987,183.0452,6.2262,5.6937,1864.8235,207.0882,0,471,Left,70,C1
126.9944,175.0801,3.6694,3.8943,1954.0462,216.3846,0,460.1077,Right,42,C1
121.1061,174.1645,3.443,3.168,1856.1404,222.9298,0,662.4912,Right,42,C1
126.3976,178.5266,3.3444,3.4744,1966.9091,226.8182,0,343.8485,Right,42,C1
131.6412,116.391,9.2034,9.6404,1796.1321,239.9434,0,593,Right,18,C1
30.8756,114.646,4.3821,4.1994,2248.4146,254.9268,0,1207.0732,Right,67,C1
143.1736,145.0505,7.6777,7.801,1950.375,216.9062,0,361.0312,Right,29,C1
173.4327,153.7318,8.5529,8.293,1831.5667,214.6333,0,417.0667,Left,70,C1
194.4044,173.911,8.1527,8.6232,1678.0571,220.8286,0,736.0857,Left,42,C1
197.0871,176.7047,8.041,8.3463,1999.0333,218.1,0,383.0333,Left,42,C1
123.5705,166.2824,5.2263,5.1304,1911.4,210.26,0,550.44,Right,26,C1
197.7786,179.18,7.855,7.6998,1862.2895,212.8158,0,909.1579,Left,42,C1
192.1198,183.0526,7.2437,6.9579,1864.8235,207.0882,0,471,Left,70,C1
127.0539,174.9986,4.6876,4.9749,1954.0462,216.3846,0,460.1077,Right,42,C1
121.1823,174.0776,4.4627,4.9461,1856.1404,222.9298,0,662.4912,Right,42,C1
126.4561,178.4466,4.364,3.7936,1966.9091,226.8182,0,343.8485,Right,42,C1
120.1105,169.1494,5.8208,5.7679,1508.9412,196.6471,0,795.9118,Right,42,C1
126.932,170.194,6.0837,6.5368,1769.6774,194.871,0,734.5484,Right,42,C1
123.6203,172.009,5.7713,6.2737,1577.25,201.3438,0,257.0938,Right,42,C1
113.6787,176.467,4.8375,4.2906,1179.5,188.3529,0,421.1176,Right,65,C1
120.1912,169.0642,6.8367,7.1665,1508.9412,196.6471,0,795.9118,Right,42,C1
126.9918,170.1143,7.0977,7.0074,1769.6774,194.871,0,734.5484,Right,42,C1
123.6889,171.9272,6.7876,7.4116,1577.25,201.3438,0,257.0938,Right,42,C1
113.7663,176.3838,5.8562,5.3086,1179.5,188.3529,0,421.1176,Right,65,C1
141.0307,157.2188,9.69,9.7979,1906.881,209,0,343.1667,Right,26,C1
81.6854,83.737,13.8781,13.9622,1742.6667,279.5098,0,597.4118,Right,8,C1
137.2724,100.9609,14.514,14.7165,2029.1707,344.4878,0,501.3171,Right,19,C2
137.8161,103.2356,14.3501,14.8592,2104.2222,346.4444,0,592.2778,Right,19,C2
182.3466,112.6455,15.7931,15.4763,1756.5,259.2586,0,329.0345,Left,19,C2
154.6354,108.7532,14.6092,14.2948,1755.0625,276.7812,0,424.0312,Right,14,C2
150.3295,110.3453,14.3013,14.5599,1854.2353,302.3333,0,670.7843,Right,19,C2
171.9456,115.1363,15.0112,14.8084,1904.0682,278.2955,0,378.9545,Left,14,C2
220.5756,136.6044,16.1934,16.3275,1266.1471,199.5588,0,578.1471,Left,18,C2
121.5246,123.9816,12.1649,11.9342,1665.3913,216.9565,0,424,Right,18,C1
140.8146,147.8015,11.336,10.7416,1628.0714,181.6905,0,267.9524,Right,26,C1
126.4443,151.4593,10.4588,10.3976,1650.1667,194.2222,0,282.6667,Right,26,C1
132.5159,155.7642,10.4195,10.2559,1718.4074,191.7778,0,310.1296,Right,54,C1
281.498,123.3352,23.6711,23.6259,1956.4167,294.4167,0,439.5278,Left,69,C2
45.3961,104.9077,13.8666,13.4632,1338.8,209.0667,0,835.5667,Right,67,C1
56.3526,113.4154,13.6876,13.9077,1250.871,213.6452,0,535.0968,Right,68,C1
108.7518,129.2534,15.1418,15.4113,1197.7273,216.0909,0,456.8485,Right,18,C2
182.9963,158.8394,16.7438,17.048,1595.6923,200.75,0,384.9615,Left,29,C2
208.3838,165.6714,17.5991,18.1355,1611.2203,190.8983,0,346.2881,Left,26,C2
212.7415,172.1965,17.2499,17.3623,1236.7,206.7,0,848.3333,Left,26,C2
196.3292,176.7993,16.1476,16.3276,1817.14,212.82,0,410.14,Left,42,C2
115.0246,177.2288,11.882,11.3951,1784.7015,201.2239,0,340.8955,Right,65,C1
194.2919,193.3217,14.5509,14.8942,1961.5152,205.8182,0,388.5758,Left,70,C2
124.6591,184.7078,11.7783,11.5364,1855.0833,206.5417,0,697.6042,Right,70,C1
123.572,190.5915,11.183,11.6587,1679.8444,198.3111,0,273.4222,Right,70,C1
281.4962,123.315,24.6623,24.8253,1956.4167,294.4167,0,439.5278,Left,69,C2
45.5552,104.9158,14.8649,15.401,1338.8,209.0667,0,835.5667,Right,67,C2
56.5161,113.4073,14.6851,14.306,1250.871,213.6452,0,535.0968,Right,68,C2
108.8894,129.1859,16.1271,16.4455,1197.7273,216.0909,0,456.8485,Right,18,C2
182.9102,158.8223,17.7377,17.3097,1595.6923,200.75,0,384.9615,Left,29,C2
208.2867,165.6771,18.6056,18.0333,1611.2203,190.8983,0,346.2881,Left,26,C2
212.6456,172.2097,18.2609,18.1092,1236.7,206.7,0,848.3333,Left,26,C2
196.2265,176.8215,17.1552,17.5135,1817.14,212.82,0,410.14,Left,42,C2
115.0948,177.1652,12.892,13.158,1784.7015,201.2239,0,340.8955,Right,65,C1
194.1968,193.3699,15.5619,15.0747,1961.5152,205.8182,0,388.5758,Left,70,C2
124.7002,184.6539,12.7878,13.1155,1855.0833,206.5417,0,697.6042,Right,70,C1
123.6092,190.5437,12.1939,11.6065,1679.8444,198.3111,0,273.4222,Right,70,C1
212.0959,129.5204,22.2153,21.9861,1143.4595,197.1351,0,377.5946,Left,18,C2
128.1299,119.5308,18.5518,18.7607,1936.434,197.6981,0,492.283,Right,18,C2
183.4121,155.3601,18.9853,18.8934,1689.0333,195.3667,0,278.6,Left,29,C2
174.6271,154.8451,18.4865,18.3622,1579.2903,196.4839,0,391.2581,Left,70,C2
211.4891,165.0071,19.8025,20.1072,1235.0278,190.9167,0,621.3056,Left,26,C2
86.8065,146.4716,14.5302,14.3618,1195.2812,207.8438,0,689.25,Right,18,C2
174.775,159.6572,18.1886,18.5183,1649.4314,189.3333,0,385.1373,Left,70,C2
126.3544,158.933,15.8633,15.6416,1638.4872,194.6667,0,417.2564,Right,26,C2
194.1214,176.5077,18.0867,18.1026,1644.3276,192.9138,0,493.5862,Left,42,C2
118.7194,184.8236,13.4441,13.4174,1753.48,194.72,0,359.7,Right,70,C1
121.6322,185.2833,13.5682,13.1072,1693.4138,194.0517,0,332.0862,Right,70,C1
94.7457,110.9041,18.8275,18.2423,1291.1667,219.6667,0,1136.4,Right,8,C2
215.3905,128.909,23.414,23.3446,1360.9773,217.5909,0,459.0682,Left,18,C2
184.0811,156.6785,19.9372,20.1766,1880.9464,214.1071,0,437.4286,Left,26,C2
127.5383,157.8937,16.9709,17.2447,1657.6286,216.3143,0,487.2857,Right,26,C2
197.1189,184.2886,18.5874,18.9348,2028.2647,223.4706,0,679.6765,Left,42,C2
121.9679,188.938,14.2572,13.9923,2167.931,214.1897,0,415.0172,Right,70,C2
91.1971,88.1967,21.7099,22.0616,1198.6452,199.9677,0,471.9677,Right,8,C2
172.778,153.2696,20.4476,21.0304,1642.2927,208.2439,0,393.6098,Left,70,C2
185.147,155.7063,21.0557,21.6763,1668.2121,200,0,455.3939,Left,26,C2
108.3204,161.0583,16.7489,16.4227,1640.3922,199.4706,0,405.9608,Right,26,C2
186.4052,187.414,18.7693,18.7008,1844.7959,201.5918,0,452.7959,Left,70,C2
91.3695,88.1724,22.6951,22.2329,1198.6452,199.9677,0,471.9677,Right,8,C2
172.699,153.2438,21.4295,21.0976,1642.2927,208.2439,0,393.6098,Left,70,C2
185.0539,155.6951,22.0425,22.2376,1668.2121,200,0,455.3939,Left,26,C2
108.4084,161.0062,17.7434,17.8336,1640.3922,199.4706,0,405.9608,Right,26,C2
186.3017,187.4521,19.7704,19.8404,1844.7959,201.5918,0,452.7959,Left,70,C2
176.8289,140.9713,24.335,24.0228,1210.7333,201.1333,0,636.5333,Left,26,C2
-3.2053,131.0348,16.3172,16.8425,2280.2857,218.2286,0,983.8286,Right,NaN,C2
185.9761,160.6873,23.7739,24.0536,1625.0816,187.4082,0,365.7143,Left,26,C2
190.775,174.9228,23.0674,23.4136,1801.3208,189.9434,0,424.3208,Left,42,C2
121.0896,162.4267,20.2912,19.9691,1725.3684,198.3333,0,404.2456,Right,26,C2
192.2691,178.8427,22.844,22.4386,1758.4286,192.5714,0,348.3095,Left,42,C2
193.6632,183.9562,22.4944,22.4254,1826.64,196.4,0,427.72,Left,70,C2
197.5774,185.8126,22.532,22.9441,1814.973,201.3243,0,291.7568,Left,70,C2
123.186,172.098,19.7016,19.829,1740.8919,206.0541,0,286.2703,Right,42,C2
113.5462,181.4111,18.4232,18.5957,1796.1017,204.8983,0,538.1356,Right,65,C2
116.7599,185.4905,18.2623,18.0165,1835.8136,195.7797,0,344.678,Right,70,C2
70.8158,207.5105,13.3324,12.7891,1997.7222,251.4722,0,821.25,Right,0,C1
199.6983,176.5091,24.4307,24.9782,1841.6216,180.1622,0,280.7027,Left,42,C2
122.2751,171.9023,20.6549,20.3629,1650.0563,179.9155,0,281.662,Right,42,C2
196.5749,168.7753,25.8502,25.5117,2036.8261,202.6304,0,322.2174,Left,42,C2
193.5367,175.5138,25.1856,24.9406,1825.0984,197.9836,0,344.4754,Left,42,C2
103.2383,162.6535,21.242,21.082,1628.4444,201.0833,0,335.8333,Right,26,C2
123.959,173.3324,21.6144,22.0608,1705.7073,198.8049,0,315.9268,Right,42,C2
123.663,180.4659,21.0433,21.4271,1800.4146,195.6098,0,244.0976,Right,42,C2
175.9589,118.6,28.4898,28.3507,1714.8529,210.8235,0,697.1176,Left,19,C2
148.9521,115.6912,27.2775,26.984,1976.5942,219.1739,0,601.7101,Right,19,C2
138.3747,128.9434,25.977,25.3925,1808.6154,256.2308,0,327,Right,18,C2
190.8499,143.8922,27.9896,28.2018,1992.4615,335.1923,0,705.75,Left,54,C2
172.8979,144.8427,26.8009,26.2688,1849.6452,256.5161,0,406.0323,Left,26,C2
199.141,171.6699,26.7829,26.9194,1926.0851,209.0851,0,358.5106,Left,42,C2
126.8165,167.8825,23.1198,22.7182,1607.5517,199.2414,0,514.1724,Right,42,C2
119.2035,167.8183,22.7587,22.1707,1696.0556,202.9444,0,532.9722,Right,26,C2
118.4305,177.164,22.0196,22.2798,1822.9677,191.6613,0,363.4677,Right,42,C2
127.4034,181.1476,22.1563,21.8785,1744.7027,191.6486,0,349.1622,Right,42,C2
173.9987,148.6752,27.6432,27.163,1811.6364,214.9091,0,319.0909,Left,70,C2
143.6421,143.6257,26.2891,26.5281,1936.5,223.7368,0,282.3158,Right,26,C2
140.4557,145.4588,26.0561,25.8674,1737.2,221.42,0,396.2,Right,26,C2
126.8185,152.7108,25.0731,24.7333,1715.569,208.5345,0,401.3448,Right,26,C2
109.297,158.5352,23.845,23.4295,1600.3488,222.2093,0,321.7907,Right,26,C2
195.7016,180.8737,26.8939,27.0122,1891.871,223.129,0,608,Left,42,C2
126.8209,167.8506,24.0992,24.4866,1656.4583,221.7083,0,587.2708,Right,42,C2
123.2587,171.9625,23.6439,23.6626,1640.3333,220.7879,0,347.6364,Right,42,C2
120.2049,183.4547,22.5942,22.4055,1709.9,223.675,0,437.4,Right,70,C2
123.9854,184.118,22.7335,22.1749,1791.7778,204.1556,0,428.1111,Right,70,C2
125.2112,188.0369,22.4626,22.5954,1800.0513,199.7692,0,431.9744,Right,70,C2
122.1494,188.6944,22.2495,22.4764,1787.3636,209.6364,0,282.5455,Right,70,C2
173.9145,148.6532,28.6124,28.7171,1811.6364,214.9091,0,319.0909,Left,70,C2
143.6366,143.574,27.2508,27.088,1936.5,223.7368,0,282.3158,Right,26,C2
140.4552,145.4061,27.0198,27.5773,1737.2,221.42,0,396.2,Right,26,C2
126.8399,152.6682,26.0433,26.2764,1715.569,208.5345,0,401.3448,Right,26,C2
109.3513,158.5068,24.8236,24.4794,1600.3488,222.2093,0,321.7907,Right,26,C2
195.5962,180.9124,27.8908,27.8215,1891.871,223.129,0,608,Left,42,C2
126.8211,167.8226,25.0769,25.3364,1656.4583,221.7083,0,587.2708,Right,42,C2
123.2654,171.9389,24.6254,24.0376,1640.3333,220.7879,0,347.6364,Right,42,C2
120.2159,183.4361,23.5847,23.7833,1709.9,223.675,0,437.4,Right,70,C2
123.9881,184.1015,23.7218,23.4917,1791.7778,204.1556,0,428.1111,Right,70,C2
125.2104,188.0246,23.4522,23.8469,1800.0513,199.7692,0,431.9744,Right,70,C2
122.1551,188.6804,23.2414,22.8109,1787.3636,209.6364,0,282.5455,Right,70,C2
173.83,148.6318,29.58,29.5217,1811.6364,214.9091,0,319.0909,Left,70,C2
143.6278,143.525,28.2111,27.9858,1936.5,223.7368,0,282.3158,Right,26,C2
140.4512,145.3561,27.9819,28.044,1737.2,221.42,0,396.2,Right,26,C2
126.8567,152.6287,27.0117,27.0396,1715.569,208.5345,0,401.3448,Right,26,C2
109.399,158.4823,25.8006,25.5698,1600.3488,222.2093,0,321.7907,Right,26,C2
195.4916,180.9509,28.8866,29.1317,1891.871,223.129,0,608,Left,42,C2
126.817,167.7985,26.053,25.5466,1656.4583,221.7083,0,587.2708,Right,42,C2
123.2674,171.9196,25.6054,26.1789,1640.3333,220.7879,0,347.6364,Right,42,C2
120.2222,183.4219,24.574,24.1111,1709.9,223.675,0,437.4,Right,70,C2
123.9863,184.0892,24.709,24.1135,1791.7778,204.1556,0,428.1111,Right,70,C2
125.2055,188.016,24.4406,23.9215,1800.0513,199.7692,0,431.9744,Right,70,C2
122.1565,188.6705,24.2321,23.6725,1787.3636,209.6364,0,282.5455,Right,70,C2
143.9553,150.6731,29.7534,29.7158,2039.1389,251.0556,0,418.5833,Right,29,C2
108.0733,165.1922,27.2215,27.6211,1195.1842,184.2895,0,511.1842,Right,26,C2
187.9596,182.1744,30.338,30.9244,1609.0333,171.2667,0,286.2,Left,70,C2
182.7302,183.6402,29.8901,29.7026,1603.0244,171.3902,0,276.7317,Left,70,C2
127.4615,186.0083,26.6876,26.4037,1874.56,198.62,0,443,Right,70,C2
143.9278,150.6364,30.7127,30.1017,2039.1389,251.0556,0,418.5833,Right,29,C2
108.0977,165.1861,28.1986,28.5662,1195.1842,184.2895,0,511.1842,Right,26,C2
187.8559,182.2087,31.324,30.8244,1609.0333,171.2667,0,286.2,Left,70,C2
182.6286,183.6709,30.873,31.2716,1603.0244,171.3902,0,276.7317,Left,70,C2
127.4378,186.0102,27.6703,27.9801,1874.56,198.62,0,443,Right,70,C2
143.5616,143.3516,32.0364,31.8862,1928.0571,203.3143,0,388.9714,Right,26,C2
131.3926,148.4776,31.2789,30.7885,1370.8065,207.2581,0,406.5806,Right,54,C2
193.7658,168.5671,33.6513,33.9839,1632.4194,216.129,0,459.4839,Left,42,C2
201.5957,179.6854,33.3292,32.9652,2200.0571,202.6286,0,471.2857,Left,42,C2
193.2125,179.5394,32.8614,33.4177,1832.5588,218.7059,0,268.3824,Left,42,C2
123.0233,173.0424,29.4243,28.8338,1841.4894,208.5957,0,468.2979,Right,42,C2
26.5658,183.0073,22.9455,23.2541,1885.5143,194.0286,0,308.7143,Right,0,C2
208.2907,120.7075,38.1295,38.2999,1708.7879,216.2424,0,599.4242,Left,18,C2
190.0612,154.4889,35.19,35.7381,1589.8667,231.7,0,308.1,Left,26,C2
212.4177,158.3621,36.2545,35.7468,1705.75,211.6562,0,484.0312,Left,26,C2
194.0849,160.1209,35.1481,35.7227,1664.8182,226.0682,0,299.0227,Left,26,C2
131.1034,158.9883,31.6264,32.0249,1288.2,202.6,0,515.6571,Right,26,C2
109.7651,157.294,30.7422,30.3857,1665.9474,210.2368,0,391.5,Right,26,C2
127.2245,170.2065,30.7706,31.1878,1681.7812,202.1875,0,541.9375,Right,42,C2
199.4784,188.0309,33.5447,33.2393,2103.7949,200.7949,0,372.8462,Left,70,C2
126.4324,174.8586,30.4236,30.5993,1755.9118,201.5588,0,264.6176,Right,42,C2
131.9839,180.8656,30.2236,30.4943,1934.8028,193.7606,0,317.1549,Right,42,C2
127.979,182.458,29.9367,30.3139,1732.2667,191.4667,0,234.9,Right,42,C2
16.0943,173.0412,24.3137,24.2654,2135.2,219.1429,0,273.9714,Right,0,C2
140.231,154.6485,33.2073,32.7318,1672.8889,247.5833,0,359.75,Right,29,C2
207.8266,180.661,35.5518,35.565,1845.6429,211.119,0,343.2143,Left,65,C2
210.8076,183.495,35.4491,35.7528,1766.2222,215.3889,0,313.0278,Left,65,C2
199.7865,184.4346,34.8616,34.3077,1780.6923,195.3385,0,379.9692,Left,70,C2
106.4247,168.5345,30.7985,30.8733,1607.45,227.55,0,487.1,Right,26,C2
101.6755,171.6629,30.2965,30.1315,1902.5135,231,0,367.6216,Right,65,C2
199.153,190.5107,34.3181,34.7959,1811.5,193.3281,0,435.2344,Left,70,C2
104.4318,173.0768,30.3689,30.8438,1632.3667,233.4333,0,317.6,Right,65,C2
130.1904,191.6336,30.2763,29.7269,1921.5333,207.3333,0,518.5667,Right,70,C2
130.7068,194.242,30.0772,29.5419,1800.6129,216.3871,0,341.0645,Right,70,C2
128.2249,197.4294,29.6864,29.348,1932.46,203.8,0,491.56,Right,70,C2
140.1941,154.6209,34.1614,33.8147,1672.8889,247.5833,0,359.75,Right,29,C2
207.7552,180.6953,36.5445,36.7264,1845.6429,211.119,0,343.2143,Left,65,C2
210.745,183.5328,36.4447,36.186,1766.2222,215.3889,0,313.0278,Left,65,C2
