X,Y,Z,Z_Dither,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,Region_ID,Segment
114.9116,174.5407,1,1,1742.8305,718.8136,0,812.678,Right,65,C1
114.9043,174.5397,1,1.0664,1742.8305,718.8136,0,812.678,Right,65,C1
114.8938,174.54,1,1.3746,1742.8305,718.8136,0,812.678,Right,65,C1
114.8798,174.5419,1,1.0619,1742.8305,718.8136,0,812.678,Right,65,C1
114.8622,174.5457,1,1,1742.8305,718.8136,0,812.678,Right,65,C1
114.8411,174.5516,1,1,1742.8305,718.8136,0,812.678,Right,65,C1
114.8162,174.5599,1,1.04,1742.8305,718.8136,0,812.678,Right,65,C1
114.7875,174.5708,1,1.2079,1742.8305,718.8136,0,812.678,Right,65,C1
114.7548,174.5847,1,1.2623,1742.8305,718.8136,0,812.678,Right,65,C1
114.7182,174.6016,1.9148,2.3417,1742.8305,718.8136,0,812.678,Right,65,C1
188.2102,174.9511,4.4124,3.9527,1513.9231,713.5165,0,697.033,Left,42,C1
188.0933,174.9151,5.397,5.1647,1513.9231,713.5165,0,697.033,Left,42,C1
131.3495,182.1142,20.5768,21.1581,1893.0152,706.8788,0,635.9242,Right,70,C2
131.1973,182.1653,21.5298,22.0617,1893.0152,706.8788,0,635.9242,Right,70,C2
131.0431,182.2171,22.4828,22.8354,1893.0152,706.8788,0,635.9242,Right,70,C2
130.8874,182.2691,23.4361,23.5045,1893.0152,706.8788,0,635.9242,Right,70,C2
150.6309,148.7203,26.6633,26.8208,1326.18,672.6,0,1286.51,Right,70,C2
99.3908,163.1676,26.0811,25.5524,1952.1447,716.6711,0,1085.3289,Right,26,C2
150.5197,148.7035,27.6247,27.549,1326.18,672.6,0,1286.51,Right,70,C2
99.3056,163.2256,27.0246,27.2484,1952.1447,716.6711,0,1085.3289,Right,26,C2
100.2085,164.8427,35.5513,35.4409,1564.2308,654.8654,0,201.4423,Right,26,C2
100.0919,164.8809,36.492,37.1158,1564.2308,654.8654,0,201.4423,Right,26,C2
160.0099,143.4566,43.3396,43.4715,1384.2892,717.6747,0,763.4819,Right,70,C3
159.9337,143.4634,44.3093,44.5163,1384.2892,717.6747,0,763.4819,Right,70,C3
159.8597,143.4724,45.2797,45.6414,1384.2892,717.6747,0,763.4819,Right,70,C3
159.7878,143.4837,46.2508,46.5061,1384.2892,717.6747,0,763.4819,Right,70,C3
112.4938,156.5535,45.8147,45.8359,1298.2407,789.4352,0,458.8148,Right,26,C3
102.1473,209.7595,48.4534,49.0692,1454.1667,704.4744,0,320.3205,Right,70,C3
193.9417,157.2898,52.6977,52.4031,1680.5918,750.398,0,955.6939,Left,26,C3
216.6848,148.7227,59.4231,60.0333,1365.6333,707.6,0,944.6667,Left,18,C3
216.6705,148.6982,60.3832,60.4471,1365.6333,707.6,0,944.6667,Left,18,C3
158.1578,113.2023,62.8887,62.8987,885.5439,746.6842,0,1169.8947,Right,14,C3
91.0362,151.3943,62.1757,62.7601,1496.7037,764.8148,0,592.1111,Right,18,C3
192.9433,187.1664,67.3507,67.4539,1541.6892,825.6892,0,348.8784,Left,70,C4
99.522,156.5779,63.723,63.6989,1500.2143,766.6071,0,589.6071,Right,26,C3
204.568,189.0629,68.8731,69.0805,1554.3333,838.7847,0,345.8472,Left,70,C4
196.623,172.47,68.8735,68.5671,1129.746,717.5238,0,1399.9524,Left,26,C4
203.093,185.7057,69.6359,69.7634,1366.627,825.3968,0,963.746,Left,70,C4
107.1697,151.044,65.614,66.2006,1630.7534,678.8493,0,389.1644,Right,26,C3
107.102,150.9921,66.5738,66.2062,1630.7534,678.8493,0,389.1644,Right,26,C4
107.0354,150.9379,67.5346,67.6751,1630.7534,678.8493,0,389.1644,Right,18,C4
116.5874,169.8539,70.8541,70.9861,1770.4681,711.2979,0,1050.7234,Right,26,C4
236.8077,177.7963,77.0723,76.8949,1211.0303,761.6061,0,465.3485,Left,70,C4
25.9447,199.126,74.8558,74.5588,1132.9881,838.0357,0,201.6786,Right,0,C4
21.6661,199.1496,74.897,74.4647,1186.9,920.125,0,242.8083,Right,0,C4
46.8812,206.9338,75.4359,76.0272,957.5556,760.9495,0,515.3535,Right,0,C4
228.2651,170.261,77.3706,77.2034,1716.3902,1046.7805,0,383.5331,Left,44,C4
237.9161,172.2559,77.7054,78.2999,1739.6198,1200.8388,0,514,Left,65,C4
233.1863,175.5544,77.8168,77.682,1560.1559,975.586,0,849.3495,Left,70,C4
31.3082,200.2583,75.8725,75.649,1194.594,873.8872,0,369.1053,Right,0,C4
57.7261,207.7936,76.5293,76.8976,558.42,695.09,0,360.18,Right,0,C4
228.3045,170.208,78.3388,78.8376,1716.3902,1046.7805,0,383.5331,Left,44,C4
237.9512,172.205,78.6729,78.999,1739.6198,1200.8388,0,514,Left,65,C4
233.2243,175.5058,78.7829,78.6205,1560.1559,975.586,0,849.3495,Left,70,C4
31.2553,200.2797,76.8431,77.1052,1194.594,873.8872,0,369.1053,Right,0,C4
57.7186,207.7476,77.4969,77.987,558.42,695.09,0,360.18,Right,0,C4
237.9969,173.2458,79.7133,79.8226,1675.2521,817.6471,0,1079.916,Left,70,C4
52.7571,215.9962,79.0618,78.4491,843.64,693.1,0,296.94,Right,0,C4
53.9634,218.2858,79.229,79.6829,448.746,740.6508,0,379.4127,Right,0,C4
61.6794,220.3605,80.4021,80.6855,454.7273,632.4545,0,235.0606,Right,0,C4
100.174,161.1004,78.5599,78.9483,1667.5926,725.5926,0,439.9259,Right,48,C4
235.802,165.6002,83.0301,82.8026,1174.6625,741.3375,0,345.8125,Left,44,C4
105.1598,171.849,80.5256,80.2769,1148.7119,733.4576,0,305.1017,Right,26,C4
44.9961,200.1008,82.5718,82.3702,713.6,768.8643,0,237.2643,Right,0,C4
53.7442,199.6956,82.5598,82.9051,764.1731,749.1346,0,274.4038,Right,0,C4
50.6665,202.1459,82.7805,83.3141,545.0202,858.6869,0,195.5758,Right,0,C4
61.863,204.9665,83.1003,82.7422,881.9326,653.7753,0,819.236,Right,0,C4
105.1779,171.7379,81.5108,81.524,1148.7119,733.4576,0,305.1017,Right,26,C4
44.9514,200.1167,83.538,83.9839,713.6,768.8643,0,237.2643,Right,0,C4
53.7133,199.6914,83.5225,83.4644,764.1731,749.1346,0,274.4038,Right,0,C4
50.6365,202.1473,83.7461,83.2162,545.0202,858.6869,0,195.5758,Right,0,C4
61.8683,204.93,84.0651,84.4216,881.9326,653.7753,0,819.236,Right,0,C4
105.1991,171.6336,82.4983,82.4792,1148.7119,733.4576,0,305.1017,Right,26,C4
44.9091,200.1336,84.5053,84.7151,713.6,768.8643,0,237.2643,Right,0,C4
53.6851,199.6887,84.4864,83.9285,764.1731,749.1346,0,274.4038,Right,0,C4
50.6087,202.1503,84.7127,84.8112,545.0202,858.6869,0,195.5758,Right,0,C4
61.8757,204.8966,85.0305,84.9319,881.9326,653.7753,0,819.236,Right,0,C4
244.2863,174.1164,87.6551,87.9052,1351.6,694.0667,0,513.55,Left,65,C4
244.315,174.0915,88.6244,88.5593,1351.6,694.0667,0,513.55,Left,65,C4
244.3411,174.0685,89.594,89.9533,1351.6,694.0667,0,513.55,Left,65,C5
228.9108,172.1455,90.115,90.4003,1769.6795,820.5897,0,482.6923,Left,26,C5
228.9546,172.1574,91.0877,91.5397,1769.6795,820.5897,0,482.6923,Left,26,C5
96.6676,165.5404,87.6638,87.9083,1420.0192,756.0962,0,204.1538,Right,26,C4
96.702,164.2877,89.5771,89.7775,1372.1512,881,0,561.1395,Right,26,C5
96.7345,164.2424,90.5865,91.1745,1372.1512,881,0,561.1395,Right,26,C5
98.3479,136.5453,92.1266,92.2449,1060.2826,734,0,507.2174,Right,48,C5
59.8629,203.7378,97.5736,97.0187,1194.2807,630.0175,0,1046.807,Right,70,C5
59.9024,203.7479,98.5538,98.3729,1194.2807,630.0175,0,1046.807,Right,70,C5
57.8313,205.0866,99.6467,99.7962,1087.6613,648.6452,0,325.2419,Right,0,C5
59.7594,201.5357,101.297,101.485,1350.1781,634.274,0,874.0137,Right,70,C5
59.8055,201.5679,102.2819,102.4815,1350.1781,634.274,0,874.0137,Right,70,C5
123.2068,175.2086,102.9988,102.8491,755.6894,790.2197,0,330.7879,Right,70,C5
66.6674,202.2385,103.3257,103.3414,1658.8929,677.7679,0,796.75,Right,70,C5
161.1604,135.4313,104.8363,105.2703,1238.0349,697.4651,0,670.7326,Left,14,C5
80.7296,163.7309,105.2091,104.6266,978.54,685.21,0,402.48,Right,34,C5
54.9366,205.6814,109.5147,108.9904,1037.5577,629.3462,0,166.8077,Right,0,C5
54.9991,205.7206,110.5016,110.4636,1037.5577,629.3462,0,166.8077,Right,0,C5
55.0649,205.7583,111.4888,111.691,1037.5577,629.3462,0,166.8077,Right,0,C5
88.3244,139.358,108.2202,108.3098,1644.0811,1238.1892,0,577.4426,Right,53,C5
80.434,142.4577,107.9684,107.8843,1241.9556,774.0889,0,696.0222,Right,18,C5
234.6767,139.1642,111.7347,112.1972,1430.8736,944.1484,0,477.967,Left,53,C5
